,job_title,department,salary,Join Date
3005,LIBRARY CLERK - HOURLY,PUBLIC LIBRARY,$15215.2,2000-08-03 00:00:00
3006,POLICE OFFICER,POLICE,$80724.0,2000-07-05 00:00:00
3007,POLICE OFFICER,POLICE,$83706.0,2000-01-11 00:00:00
3008,FIREFIGHTER-EMT,FIRE,$81906.0,2000-05-11 00:00:00
3009,LABORER - APPRENTICE,WATER MGMNT,$69264.0,2000-10-14 00:00:00
3010,SENIOR DATA ENTRY OPERATOR,POLICE,$52740.0,2000-09-12 00:00:00
3011,FIREFIGHTER-EMT,FIRE,$79140.0,2000-05-13 00:00:00
3012,PAYMENT SERVICES REPRESENTATIVE,CITY CLERK,$55212.0,2000-02-01 00:00:00
3013,FOSTER GRANDPARENT,FAMILY & SUPPORT,$2756.0,2000-08-24 00:00:00
3014,SANITATION LABORER,STREETS & SAN,$70969.6,2000-10-27 00:00:00
3015,SANITATION LABORER,STREETS & SAN,$70969.6,2000-01-24 00:00:00
3016,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-04-28 00:00:00
3017,FIREFIGHTER-EMT,FIRE,$79140.0,2000-08-23 00:00:00
3018,OPERATING ENGINEER-GROUP A,GENERAL SERVICES,$96262.4,2000-11-03 00:00:00
3019,FIREFIGHTER-EMT,FIRE,$79140.0,2000-04-03 00:00:00
3020,POLICE OFFICER,POLICE,$75372.0,2000-04-02 00:00:00
3021,POLICE COMMUNICATIONS OPERATOR I,OEMC,$63552.0,2000-11-06 00:00:00
3022,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-01-24 00:00:00
3023,FIREFIGHTER-EMT,FIRE,$81906.0,2000-09-12 00:00:00
3024,POLICE OFFICER,POLICE,$43104.0,2000-05-27 00:00:00
3025,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-07-08 00:00:00
3026,ADMINISTRATIVE ASST II,ADMIN HEARNG,$63456.0,2000-01-25 00:00:00
3027,POLICE OFFICER,POLICE,$80724.0,2000-10-10 00:00:00
3028,POLICE CADET,POLICE,$9360.0,2000-03-02 00:00:00
3029,DETENTION AIDE,POLICE,$46656.0,2000-04-28 00:00:00
3030,POLICE OFFICER,POLICE,$75372.0,2000-01-21 00:00:00
3031,DETENTION AIDE,POLICE,$46656.0,2000-09-12 00:00:00
3032,HOSPITALITY WORKER,FAMILY & SUPPORT,$9516.0,2000-06-12 00:00:00
3033,BATTALION CHIEF - EMT,FIRE,$132720.0,2000-02-02 00:00:00
3034,SENIOR COMPANION,FAMILY & SUPPORT,$2756.0,2000-11-20 00:00:00
3035,POLICE OFFICER,POLICE,$78012.0,2000-07-13 00:00:00
3036,SUPERVISING TIMEKEEPER - LABORER,TRANSPORTN,$72456.0,2000-02-11 00:00:00
3037,POLICE OFFICER,POLICE,$80724.0,2000-01-24 00:00:00
3038,POLICE OFFICER,POLICE,$78012.0,2000-08-17 00:00:00
3039,FOREMAN OF MOTOR TRUCK DRIVERS,STREETS & SAN,$74276.8,2000-12-06 00:00:00
3040,CROSSING GUARD,POLICE,$19000.8,2000-11-07 00:00:00
3041,PLUMBER,WATER MGMNT,$95784.0,2000-02-17 00:00:00
3042,CROSSING GUARD,POLICE,$21912.8,2000-12-03 00:00:00
3043,POLICE OFFICER,POLICE,$83706.0,2000-12-02 00:00:00
3044,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-05-24 00:00:00
3045,ASST SPECIALIST IN AGING,FAMILY & SUPPORT,$69648.0,2000-09-09 00:00:00
3046,FRM OF MACHINISTS - AUTOMOTIVE,GENERAL SERVICES,$96553.6,2000-11-07 00:00:00
3047,PARAMEDIC I/C,FIRE,$81672.0,2000-03-14 00:00:00
3048,POLICE OFFICER,POLICE,$78012.0,2000-04-24 00:00:00
3049,CROSSING GUARD,POLICE,$18148.0,2000-09-10 00:00:00
3050,POLICE OFFICER,POLICE,$61530.0,2000-09-24 00:00:00
3051,POLICE OFFICER,POLICE,$83706.0,2000-09-09 00:00:00
3052,POLICE OFFICER,POLICE,$65016.0,2000-01-16 00:00:00
3053,HOSPITALITY WORKER,FAMILY & SUPPORT,$9516.0,2000-02-27 00:00:00
3054,REFUSE COLLECTION COORD,STREETS & SAN,$95688.0,2000-02-24 00:00:00
3055,SERGEANT,POLICE,$102564.0,2000-02-07 00:00:00
3056,LICENSING COORD,FAMILY & SUPPORT,$69648.0,2000-10-16 00:00:00
3057,DEPUTY CORPORATION COUNSEL,LAW,$115008.0,2000-11-21 00:00:00
3058,FIREFIGHTER-EMT,FIRE,$84762.0,2000-07-11 00:00:00
3059,LAW CLERK,LAW,$25152.4,2000-06-28 00:00:00
3060,CONTRACTS COORD,POLICE,$76512.0,2000-09-24 00:00:00
3061,POLICE OFFICER,POLICE,$75372.0,2000-09-17 00:00:00
3062,SANITATION CLERK,STREETS & SAN,$54876.0,2000-06-10 00:00:00
3063,ASSISTANT COMPLIANCE OFFICER,INSPECTOR GEN,$53844.0,2000-02-05 00:00:00
3064,WATCHMAN,GENERAL SERVICES,$43097.6,2000-07-02 00:00:00
3065,FIREFIGHTER-EMT,FIRE,$88164.0,2000-04-07 00:00:00
3066,SERGEANT,POLICE,$105864.0,2000-08-26 00:00:00
3067,FIRE COMMUNICATIONS OPERATOR I,OEMC,$64384.08,2000-09-24 00:00:00
3068,STAFF ASST,AVIATION,$68580.0,2000-09-23 00:00:00
3069,AVIATION SECURITY OFFICER,AVIATION,$66552.0,2000-09-18 00:00:00
3070,POLICE OFFICER,POLICE,$78012.0,2000-07-23 00:00:00
3071,SUPVSR OF ACCOUNTING,FAMILY & SUPPORT,$96768.0,2000-04-11 00:00:00
3072,PROGRAM AUDITOR I,FAMILY & SUPPORT,$76428.0,2000-10-04 00:00:00
3073,CRIMINAL HISTORY ANALYST,POLICE,$79992.0,2000-10-19 00:00:00
3074,MOTOR TRUCK DRIVER,AVIATION,$70408.0,2000-07-28 00:00:00
3075,SUPERVISING POLICE COMMUNICATIONS OPERATOR,OEMC,$92604.0,2000-09-08 00:00:00
3076,CROSSING GUARD,POLICE,$17316.0,2000-01-16 00:00:00
3077,HOSPITALITY WORKER,FAMILY & SUPPORT,$9516.0,2000-10-17 00:00:00
3078,CONSTRUCTION LABORER,AVIATION,$76960.0,2000-06-26 00:00:00
3079,POLICE OFFICER,POLICE,$80724.0,2000-04-24 00:00:00
3080,POLICE OFFICER,POLICE,$86130.0,2000-07-12 00:00:00
3081,INVESTIGATOR III - IG,INSPECTOR GEN,$79464.0,2000-04-06 00:00:00
3082,MOTOR TRUCK DRIVER,WATER MGMNT,$70408.0,2000-10-07 00:00:00
3083,ASST SERGEANT AT ARMS,CITY COUNCIL,$54996.0,2000-04-12 00:00:00
3084,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-09-08 00:00:00
3085,POLICE OFFICER,POLICE,$78012.0,2000-09-23 00:00:00
3086,IT DIRECTOR (DoIT),DoIT,$104208.0,2000-01-14 00:00:00
3087,BOOTER - PARKING,FINANCE,$63440.0,2000-11-27 00:00:00
3088,POLICE OFFICER,POLICE,$65016.0,2000-09-27 00:00:00
3089,SENIOR DATA ENTRY OPERATOR,AVIATION,$57828.0,2000-02-03 00:00:00
3090,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-03-07 00:00:00
3091,CROSSING GUARD,POLICE,$16525.6,2000-12-14 00:00:00
3092,REFUSE COLLECTION COORD,STREETS & SAN,$87228.0,2000-11-11 00:00:00
3093,MOTOR TRUCK DRIVER,WATER MGMNT,$70408.0,2000-09-08 00:00:00
3094,SENIOR ZONING PLAN EXAMINER,COMMUNITY DEVELOPMENT,$73752.0,2000-11-24 00:00:00
3095,POOL MOTOR TRUCK DRIVER,AVIATION,$70408.0,2000-06-17 00:00:00
3096,FIREFIGHTER,FIRE,$78012.0,2000-07-27 00:00:00
3097,AUTO POUND SUPVSR,STREETS & SAN,$87228.0,2000-12-12 00:00:00
3098,SENIOR COMPANION,FAMILY & SUPPORT,$2756.0,2000-04-25 00:00:00
3099,POLICE OFFICER,POLICE,$80724.0,2000-01-07 00:00:00
3100,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-05-28 00:00:00
3101,TITLE V PROGRAM TRAINEE I,FAMILY & SUPPORT,$8580.0,2000-06-10 00:00:00
3102,SERGEANT,POLICE,$109278.0,2000-06-10 00:00:00
3103,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-12-27 00:00:00
3104,POLICE OFFICER / FLD TRNG OFFICER,POLICE,$81900.0,2000-03-10 00:00:00
3105,POLICE OFFICER,POLICE,$86130.0,2000-06-02 00:00:00
3106,PROPERTY CUSTODIAN,POLICE,$60600.0,2000-01-04 00:00:00
3107,FIREFIGHTER,FIRE,$80724.0,2000-09-10 00:00:00
3108,FIRE ENGINEER-EMT,FIRE,$91740.0,2000-10-16 00:00:00
3109,POLICE OFFICER,POLICE,$78012.0,2000-09-27 00:00:00
3110,POLICE OFFICER / FLD TRNG OFFICER,POLICE,$90540.0,2000-02-05 00:00:00
3111,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$56326.4,2000-12-27 00:00:00
3112,FIREFIGHTER,FIRE,$75372.0,2000-05-18 00:00:00
3113,STUDENT INTERN - CITY CLERK,CITY CLERK,$10920.0,2000-01-28 00:00:00
3114,POLICE OFFICER,POLICE,$78012.0,2000-09-05 00:00:00
3115,PROGRAM COORD - SPECIAL EVENTS,CULTURAL AFFAIRS,$106884.0,2000-06-08 00:00:00
3116,CONCRETE LABORER,TRANSPORTN,$76960.0,2000-05-11 00:00:00
3117,STAFF ASST,COMMUNITY DEVELOPMENT,$26364.0,2000-07-08 00:00:00
3118,FIREFIGHTER-EMT,FIRE,$81906.0,2000-07-08 00:00:00
3119,SENIOR DATA ENTRY OPERATOR,POLICE,$57828.0,2000-12-22 00:00:00
3120,PROPERTY CUSTODIAN,POLICE,$60600.0,2000-08-27 00:00:00
3121,LIEUTENANT-EMT,FIRE,$98394.0,2000-09-17 00:00:00
3122,POLICE OFFICER,POLICE,$80724.0,2000-01-04 00:00:00
3123,FIREFIGHTER/PARAMEDIC,FIRE,$83856.0,2000-01-11 00:00:00
3124,DEPUTY COMMISSIONER,AVIATION,$119256.0,2000-10-23 00:00:00
3125,POLICE OFFICER,POLICE,$80724.0,2000-02-26 00:00:00
3126,SANITATION LABORER,STREETS & SAN,$70969.6,2000-05-07 00:00:00
3127,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-09-26 00:00:00
3128,ASST SPECIALIST IN AGING,FAMILY & SUPPORT,$62916.0,2000-06-04 00:00:00
3129,PARKING ENFORCEMENT AIDE,FINANCE,$45924.0,2000-08-25 00:00:00
3130,POLICE OFFICER,POLICE,$80724.0,2000-04-12 00:00:00
3131,ADMINISTRATIVE ASST II,FINANCE,$63456.0,2000-04-24 00:00:00
3132,SERGEANT,POLICE,$109278.0,2000-03-02 00:00:00
3133,LIEUTENANT-EMT,FIRE,$101484.0,2000-08-22 00:00:00
3134,POLICE OFFICER,POLICE,$86130.0,2000-06-27 00:00:00
3135,POLICE OFFICER,POLICE,$68382.0,2000-09-25 00:00:00
3136,POLICE OFFICER,POLICE,$75372.0,2000-09-27 00:00:00
3137,LEGISLATIVE AIDE,CITY COUNCIL,$50004.0,2000-10-28 00:00:00
3138,ELECTRICAL MECHANIC,GENERAL SERVICES,$89440.0,2000-09-25 00:00:00
3139,SANITATION LABORER,STREETS & SAN,$70969.6,2000-09-01 00:00:00
3140,LIBRARIAN IV,PUBLIC LIBRARY,$68616.0,2000-08-28 00:00:00
3141,POLICE OFFICER,POLICE,$80724.0,2000-06-11 00:00:00
3142,SERGEANT,POLICE,$99444.0,2000-01-14 00:00:00
3143,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$93192.0,2000-03-08 00:00:00
3144,POLICE OFFICER,POLICE,$83706.0,2000-03-24 00:00:00
3145,CUSTODIAL WORKER,AVIATION,$30056.0,2000-02-03 00:00:00
3146,CROSSING GUARD,POLICE,$21912.8,2000-01-16 00:00:00
3147,POLICE OFFICER,POLICE,$78012.0,2000-06-04 00:00:00
3148,POLICE OFFICER,POLICE,$80724.0,2000-02-11 00:00:00
3149,WATER RATE TAKER,WATER MGMNT,$79512.0,2000-04-02 00:00:00
3150,CROSSING GUARD,POLICE,$17316.0,2000-04-25 00:00:00
3151,HEAD LIBRARY CLERK,PUBLIC LIBRARY,$55212.0,2000-12-01 00:00:00
3152,LIBRARY PAGE,PUBLIC LIBRARY,$11627.2,2000-08-09 00:00:00
3153,FOREMAN OF CONSTRUCTION LABORERS,TRANSPORTN,$79248.0,2000-06-04 00:00:00
3154,POLICE OFFICER,POLICE,$75372.0,2000-12-24 00:00:00
3155,DEPUTY COMMISSIONER,GENERAL SERVICES,$124992.0,2000-12-20 00:00:00
3156,LAW CLERK,LAW,$25152.4,2000-06-28 00:00:00
3157,POLICE OFFICER,POLICE,$83706.0,2000-06-02 00:00:00
3158,SANITATION LABORER,STREETS & SAN,$70969.6,2000-03-08 00:00:00
3159,POLICE OFFICER,POLICE,$78012.0,2000-12-03 00:00:00
3160,CROSSING GUARD,POLICE,$19895.2,2000-11-18 00:00:00
3161,FIREFIGHTER-EMT,FIRE,$84762.0,2000-02-10 00:00:00
3162,POLICE OFFICER,POLICE,$75372.0,2000-02-05 00:00:00
3163,HOSPITALITY WORKER,FAMILY & SUPPORT,$9516.0,2000-09-27 00:00:00
3164,SUPVSR OF CHILDREN SERVICES PROGRAMS,FAMILY & SUPPORT,$63516.0,2000-11-20 00:00:00
3165,SANITATION LABORER,STREETS & SAN,$70969.6,2000-12-15 00:00:00
3166,FIREFIGHTER,FIRE,$50490.0,2000-11-16 00:00:00
3167,POLICE OFFICER,POLICE,$65016.0,2000-09-28 00:00:00
3168,COMMUNITY ORGANIZER-CAPS,POLICE,$63456.0,2000-08-12 00:00:00
3169,LIEUTENANT,FIRE,$102978.0,2000-01-03 00:00:00
3170,FIREFIGHTER,FIRE,$87324.0,2000-06-08 00:00:00
3171,DOMESTIC VIOLENCE ADVOCATE,FAMILY & SUPPORT,$60600.0,2000-12-13 00:00:00
3172,SENIOR DATA ENTRY OPERATOR,POLICE,$57828.0,2000-11-20 00:00:00
3173,ASST TO THE ALDERMAN,CITY COUNCIL,$86220.0,2000-10-10 00:00:00
3174,POLICE OFFICER,POLICE,$83706.0,2000-04-13 00:00:00
3175,CHIEF VOUCHER EXPEDITER,COMMUNITY DEVELOPMENT,$80916.0,2000-07-07 00:00:00
3176,POLICE OFFICER / FLD TRNG OFFICER,POLICE,$84756.0,2000-10-23 00:00:00
3177,CROSSING GUARD,POLICE,$19000.8,2000-03-14 00:00:00
3178,POLICE OFFICER,POLICE,$78012.0,2000-08-04 00:00:00
3179,POLICE OFFICER (ASGND AS MARINE OFFICER),POLICE,$84756.0,2000-05-17 00:00:00
3180,FIRE ENGINEER-EMT,FIRE,$88632.0,2000-06-18 00:00:00
3181,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-01-27 00:00:00
3182,POLICE OFFICER,POLICE,$61530.0,2000-06-09 00:00:00
3183,FOREMAN OF CARPENTERS,TRANSPORTN,$93641.6,2000-12-27 00:00:00
3184,POLICE OFFICER,POLICE,$80724.0,2000-05-20 00:00:00
3185,ACCOUNTANT II,FAMILY & SUPPORT,$76524.0,2000-04-02 00:00:00
3186,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-04-19 00:00:00
3187,FIREFIGHTER,FIRE,$50490.0,2000-05-14 00:00:00
3188,ASST TO THE ALDERMAN,CITY COUNCIL,$74328.0,2000-09-14 00:00:00
3189,LIBRARIAN I,PUBLIC LIBRARY,$69300.0,2000-07-24 00:00:00
3190,PERSONAL COMPUTER OPERATOR II,IPRA,$48048.0,2000-02-20 00:00:00
3191,SPECIALIST IN AGING II,FAMILY & SUPPORT,$76524.0,2000-07-11 00:00:00
3192,COMMUNITY ORGANIZER-CAPS,POLICE,$69648.0,2000-02-15 00:00:00
3193,POLICE OFFICER,POLICE,$78012.0,2000-02-16 00:00:00
3194,POLICE OFFICER,POLICE,$65016.0,2000-02-08 00:00:00
3195,SERGEANT,POLICE,$99444.0,2000-06-16 00:00:00
3196,LINEMAN,OEMC,$93288.0,2000-10-13 00:00:00
3197,POLICE OFFICER,POLICE,$80724.0,2000-01-07 00:00:00
3198,AVIATION SECURITY OFFICER,AVIATION,$53628.0,2000-02-24 00:00:00
3199,PUBLIC HEALTH NURSE III,HEALTH,$101796.0,2000-01-16 00:00:00
3200,ASST CHIEF OPERATING ENGINEER,GENERAL SERVICES,$105892.8,2000-08-13 00:00:00
3201,FIREFIGHTER,FIRE,$50490.0,2000-07-23 00:00:00
3202,OPERATING ENGINEER-GROUP C,WATER MGMNT,$91457.6,2000-08-01 00:00:00
3203,STAFF ASST,HEALTH,$64548.0,2000-10-27 00:00:00
3204,PERFORMANCE ANALYST,INSPECTOR GEN,$62340.0,2000-12-23 00:00:00
3205,COORD OF ECONOMIC DEVELOPMENT,COMMUNITY DEVELOPMENT,$76512.0,2000-06-05 00:00:00
3206,TITLE V PROGRAM TRAINEE I,FAMILY & SUPPORT,$8580.0,2000-07-02 00:00:00
3207,POLICE OFFICER,POLICE,$80724.0,2000-02-04 00:00:00
3208,ASST CORPORATION COUNSEL,LAW,$60324.0,2000-12-08 00:00:00
3209,POLICE OFFICER,POLICE,$75372.0,2000-04-01 00:00:00
3210,DEPUTY COMMISSIONER,FIRE,$138420.0,2000-01-10 00:00:00
3211,POLICE OFFICER,POLICE,$75372.0,2000-08-18 00:00:00
3212,HEAD STOREKEEPER,WATER MGMNT,$55212.0,2000-05-13 00:00:00
3213,POLICE OFFICER,POLICE,$83706.0,2000-12-04 00:00:00
3214,CROSSING GUARD,POLICE,$16525.6,2000-06-07 00:00:00
3215,OPERATING ENGINEER-GROUP A,WATER MGMNT,$96262.4,2000-03-06 00:00:00
3216,LIBRARY CLERK,PUBLIC LIBRARY,$39912.0,2000-06-03 00:00:00
3217,CLERK IV,FINANCE,$57828.0,2000-02-25 00:00:00
3218,POLICE OFFICER,POLICE,$83706.0,2000-02-26 00:00:00
3219,POLICE OFFICER,POLICE,$78012.0,2000-03-17 00:00:00
3220,CROSSING GUARD,POLICE,$21912.8,2000-08-07 00:00:00
3221,POLICE OFFICER,POLICE,$43104.0,2000-05-15 00:00:00
3222,ACCOUNTING TECHNICIAN II,FINANCE,$69648.0,2000-12-19 00:00:00
3223,BLACKSMITH,GENERAL SERVICES,$87630.4,2000-11-11 00:00:00
3224,LEGISLATIVE AIDE,CITY COUNCIL,$62808.0,2000-09-24 00:00:00
3225,POLICE OFFICER,POLICE,$75372.0,2000-03-23 00:00:00
3226,POLICE OFFICER,POLICE,$61530.0,2000-05-06 00:00:00
3227,SANITATION LABORER,STREETS & SAN,$70969.6,2000-03-07 00:00:00
3228,FIREFIGHTER/PARAMEDIC,FIRE,$81018.0,2000-06-03 00:00:00
3229,ASST CORPORATION COUNSEL,LAW,$57192.0,2000-12-02 00:00:00
3230,POLICE OFFICER,POLICE,$80724.0,2000-02-14 00:00:00
3231,POLICE OFFICER,POLICE,$80724.0,2000-09-17 00:00:00
3232,CROSSING GUARD,POLICE,$16525.6,2000-02-06 00:00:00
3233,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-08-07 00:00:00
3234,POLICE OFFICER,POLICE,$78012.0,2000-03-12 00:00:00
3235,FIREFIGHTER,FIRE,$78012.0,2000-01-16 00:00:00
3236,POLICE OFFICER,POLICE,$61530.0,2000-12-16 00:00:00
3237,DATA ENTRY OPERATOR,POLICE,$43740.0,2000-11-16 00:00:00
3238,DIR OF PERSONNEL POLICIES AND UTILIZATION,LAW,$101700.0,2000-11-04 00:00:00
3239,POLICE LEGAL OFFICER I,POLICE,$96648.0,2000-02-28 00:00:00
3240,POLICE OFFICER,POLICE,$80724.0,2000-11-13 00:00:00
3241,POLICE OFFICER,POLICE,$83706.0,2000-01-19 00:00:00
3242,POLICE OFFICER,POLICE,$80724.0,2000-05-23 00:00:00
3243,POLICE OFFICER,POLICE,$75372.0,2000-11-24 00:00:00
3244,ASST DIVISION SUPERINTENDENT,STREETS & SAN,$66564.0,2000-11-16 00:00:00
3245,ASPHALT FOREMAN,TRANSPORTN,$78832.0,2000-10-16 00:00:00
3246,POLICE OFFICER,POLICE,$80724.0,2000-08-17 00:00:00
3247,WARD SUPERINTENDENT,STREETS & SAN,$80112.0,2000-07-24 00:00:00
3248,POLICE OFFICER,POLICE,$78012.0,2000-08-08 00:00:00
3249,SANITATION LABORER,STREETS & SAN,$70969.6,2000-11-10 00:00:00
3250,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,$91353.6,2000-06-24 00:00:00
3251,POLICE OFFICER,POLICE,$78012.0,2000-08-03 00:00:00
3252,POLICE OFFICER,POLICE,$78012.0,2000-02-26 00:00:00
3253,SERGEANT,POLICE,$105864.0,2000-05-07 00:00:00
3254,POLICE OFFICER,POLICE,$83706.0,2000-05-18 00:00:00
3255,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-08-07 00:00:00
3256,WATER CHEMIST II,WATER MGMNT,$59268.0,2000-09-18 00:00:00
3257,MOTOR TRUCK DRIVER,WATER MGMNT,$70408.0,2000-07-02 00:00:00
3258,SANITATION LABORER,STREETS & SAN,$70969.6,2000-11-15 00:00:00
3259,SERGEANT,POLICE,$105864.0,2000-09-28 00:00:00
3260,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,$91353.6,2000-07-02 00:00:00
3261,POLICE OFFICER,POLICE,$80724.0,2000-05-03 00:00:00
3262,DEPUTY COMMISSIONER,TRANSPORTN,$122940.0,2000-03-08 00:00:00
3263,POLICE COMMUNICATIONS OPERATOR I,OEMC,$69708.0,2000-06-21 00:00:00
3264,LABORER - APPRENTICE,WATER MGMNT,$53872.0,2000-07-17 00:00:00
3265,CUSTODIAL WORKER,AVIATION,$30056.0,2000-12-10 00:00:00
3266,LIEUTENANT-EMT,FIRE,$108132.0,2000-05-06 00:00:00
3267,ELECTRICAL MECHANIC,WATER MGMNT,$89440.0,2000-02-24 00:00:00
3268,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-09-15 00:00:00
3269,FIREFIGHTER,FIRE,$78012.0,2000-03-10 00:00:00
3270,POLICE OFFICER,POLICE,$78012.0,2000-10-10 00:00:00
3271,FIREFIGHTER-EMT,FIRE,$81906.0,2000-09-04 00:00:00
3272,POLICE OFFICER,POLICE,$78012.0,2000-11-23 00:00:00
3273,SANITATION LABORER,STREETS & SAN,$70969.6,2000-09-21 00:00:00
3274,SENIOR DATA ENTRY OPERATOR,POLICE,$57828.0,2000-05-16 00:00:00
3275,FIREFIGHTER,FIRE,$83982.0,2000-07-03 00:00:00
3276,POLICE OFFICER,POLICE,$78012.0,2000-11-18 00:00:00
3277,SERGEANT,POLICE,$99444.0,2000-02-26 00:00:00
3278,POLICE OFFICER,POLICE,$75372.0,2000-03-09 00:00:00
3279,FORESTRY SUPVSR,STREETS & SAN,$75888.0,2000-01-20 00:00:00
3280,FIREFIGHTER/PARAMEDIC,FIRE,$77136.0,2000-02-28 00:00:00
3281,PUBLIC HEALTH NURSE II,HEALTH,$96300.0,2000-08-05 00:00:00
3282,POLICE OFFICER / FLD TRNG OFFICER,POLICE,$87918.0,2000-04-21 00:00:00
3283,POLICY ANALYST,POLICE,$118080.0,2000-08-10 00:00:00
3284,CERTIFIED MEDICAL ASST,HEALTH,$50280.0,2000-06-26 00:00:00
3285,POLICE OFFICER,POLICE,$65016.0,2000-09-27 00:00:00
3286,LIEUTENANT,FIRE,$96648.0,2000-02-20 00:00:00
3287,SANITATION LABORER,STREETS & SAN,$70969.6,2000-01-26 00:00:00
3288,FIREFIGHTER/PARAMEDIC,FIRE,$81018.0,2000-09-23 00:00:00
3289,PARAMEDIC,FIRE,$75372.0,2000-12-02 00:00:00
3290,SHIFT SUPVSR OF SECURITY COMMUNICATIONS CENTER,OEMC,$62640.0,2000-12-14 00:00:00
3291,PROPERTY CUSTODIAN,POLICE,$60600.0,2000-03-13 00:00:00
3292,POLICE COMMUNICATIONS OPERATOR I,OEMC,$63552.0,2000-05-23 00:00:00
3293,COMMUNICATIONS OPERATOR I - 311,OEMC,$52740.0,2000-05-01 00:00:00
3294,CLERK IV,FAMILY & SUPPORT,$52740.0,2000-03-09 00:00:00
3295,POLICE OFFICER,POLICE,$78012.0,2000-08-24 00:00:00
3296,EXEC ADMINISTRATIVE ASST I,LAW,$61800.0,2000-02-05 00:00:00
3297,POLICE OFFICER,POLICE,$78012.0,2000-05-06 00:00:00
3298,SANITARIAN II,HEALTH,$63456.0,2000-12-25 00:00:00
3299,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,$84756.0,2000-08-18 00:00:00
3300,COORD OF ECONOMIC DEVELOPMENT,BUDGET & MGMT,$88812.0,2000-01-12 00:00:00
3301,FIREFIGHTER,FIRE,$78012.0,2000-05-18 00:00:00
3302,LIBRARY PAGE,PUBLIC LIBRARY,$11044.8,2000-10-17 00:00:00
3303,FIREFIGHTER-EMT,FIRE,$79140.0,2000-12-22 00:00:00
3304,POLICE OFFICER,POLICE,$78012.0,2000-08-01 00:00:00
3305,SUPVSR OF DATA ENTRY OPERATORS,TRANSPORTN,$66492.0,2000-06-15 00:00:00
3306,FIREFIGHTER,FIRE,$78012.0,2000-12-26 00:00:00
3307,POLICE OFFICER,POLICE,$80724.0,2000-11-25 00:00:00
3308,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,$91404.0,2000-06-08 00:00:00
3309,PARALEGAL II,LAW,$69648.0,2000-12-13 00:00:00
3310,POLICE OFFICER (ASGND AS MARINE OFFICER),POLICE,$84756.0,2000-10-02 00:00:00
3311,DATA ENTRY OPERATOR,WATER MGMNT,$43740.0,2000-11-01 00:00:00
3312,FIRE ENGINEER-EMT,FIRE,$88632.0,2000-11-28 00:00:00
3313,FIREFIGHTER-EMT,FIRE,$81906.0,2000-11-26 00:00:00
3314,SANITATION CLERK,STREETS & SAN,$54876.0,2000-09-17 00:00:00
3315,LEGISLATIVE AIDE,CITY COUNCIL,$41220.0,2000-11-22 00:00:00
3316,NUTRITION TECHNICIAN,HEALTH,$57828.0,2000-05-22 00:00:00
3317,POLICE OFFICER,POLICE,$78012.0,2000-01-01 00:00:00
3318,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-04-28 00:00:00
3319,CLERK III,PUBLIC LIBRARY,$48048.0,2000-11-22 00:00:00
3320,POLICE OFFICER,POLICE,$80724.0,2000-08-02 00:00:00
3321,ASST DIR OF CONSERVATION INSPECTIONS,BUILDINGS,$101700.0,2000-05-15 00:00:00
3322,FIRE ENGINEER-EMT,FIRE,$91740.0,2000-07-28 00:00:00
3323,MACHINIST - APPRENTICE,TRANSPORTN,$45676.8,2000-07-19 00:00:00
3324,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-07-28 00:00:00
3325,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,$90540.0,2000-08-16 00:00:00
3326,MOTOR TRUCK DRIVER,AVIATION,$70408.0,2000-09-13 00:00:00
3327,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-02-20 00:00:00
3328,ASPHALT LABORER,TRANSPORTN,$76960.0,2000-12-22 00:00:00
3329,PARAMEDIC,FIRE,$65016.0,2000-02-17 00:00:00
3330,FIREFIGHTER/PARAMEDIC,FIRE,$81018.0,2000-12-21 00:00:00
